player_name,team,bio_stat,positions,traits,liga_25_stats,season_performance
Hidemasa Morita,Sporting CP,"177 cmHeight5Shirt29 yearsMay 10, 1995RightPreferred footJapanCountry€11MMarket value",PositionPrimaryCentral MidfielderOthersDefensive MidfielderDMCM,Touches79%Shot attempts53%Goals54%Chances created67%Aerial duels won54%Defensive actions34%,0Goals0Assists4Started4Matches347Minutes played7.44Rating0Yellow cards0Red cards,Season performanceMinutes played: 347TotalPer 90ShootingRankGoals0Expected goals (xG)0.38xG on target (xGOT)0.36Non-penalty xG0.38Shots4Shots on target1PassingAssists0Expected assists (xA)0.26Successful passes204Pass accuracy90.7%Accurate long balls9Long ball accuracy69.2%Chances created5PossessionSuccessful dribbles2Dribble success50.0%Touches271Touches in opposition box2Dispossessed1Fouls won1DefendingTackles won5Tackles won %55.6%Duels won14Duels won %48.3%Aerial duels won2Aerial duels won %25.0%Interceptions1Blocked1Fouls committed2Recoveries24Possession won final 3rd2Dribbled past4DisciplineYellow cards0Red cards0
Alan Varela,FC Porto,"177 cmHeight22Shirt23 yearsJul 4, 2001RightPreferred footArgentinaCountry€17MMarket value",PositionPrimaryDefensive MidfielderOthersCentral MidfielderDMCM,Touches93%Shot attempts55%Goals39%Chances created49%Aerial duels won41%Defensive actions52%,0Goals0Assists4Started4Matches354Minutes played7.49Rating1Yellow cards0Red cards,Season performanceMinutes played: 354TotalPer 90ShootingRankGoals0Expected goals (xG)0.06Non-penalty xG0.06Shots1PassingAssists0Expected assists (xA)0.64Successful passes253Pass accuracy91.3%Accurate long balls4Long ball accuracy30.8%Chances created3Successful crosses1Cross accuracy10.0%PossessionTouches328Dispossessed1Fouls won5DefendingTackles won2Tackles won %25.0%Duels won13Duels won %46.4%Interceptions3Fouls committed7Recoveries22Possession won final 3rd1Dribbled past2DisciplineYellow cards1Red cards0
Mirko Topic,Famalicao,"190 cmHeight8Shirt23 yearsFeb 5, 2001RightPreferred footSerbiaCountry€3MMarket value",PositionPrimaryDefensive MidfielderOthersCentral MidfielderDMCM,Touches58%Shot attempts43%Goals0%Chances created26%Aerial duels won75%Defensive actions71%,0Goals0Assists4Started4Matches360Minutes played7.26Rating0Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.05xG on target (xGOT)0.19Non-penalty xG0.05Shots3Shots on target1PassingAssists0Expected assists (xA)0.13Successful passes165Pass accuracy86.8%Accurate long balls22Long ball accuracy73.3%Chances created3PossessionSuccessful dribbles2Dribble success50.0%Touches244Touches in opposition box2Dispossessed3Fouls won1DefendingTackles won5Tackles won %71.4%Duels won14Duels won %53.8%Aerial duels won5Aerial duels won %55.6%Interceptions7Fouls committed2Recoveries22Possession won final 3rd1Dribbled past1DisciplineYellow cards0Red cards0
Joao Moutinho,Braga,"170 cmHeight8Shirt38 yearsSep 8, 1986RightPreferred footPortugalCountry€850KMarket value",PositionPrimaryDefensive MidfielderOthersCentral MidfielderDMCM,Touches99%Shot attempts14%Goals48%Chances created87%Aerial duels won55%Defensive actions77%,0Goals0Assists1Started1Matches90Minutes played7.50Rating1Yellow cards0Red cards,Season performanceMinutes played: 90TotalPer 90ShootingRankGoals0Expected goals (xG)0.04Non-penalty xG0.04Shots2PassingAssists0Expected assists (xA)0.10Successful passes49Pass accuracy81.7%Accurate long balls6Long ball accuracy60.0%Chances created2Successful crosses1Cross accuracy25.0%PossessionSuccessful dribbles1Dribble success50.0%Touches84Touches in opposition box2Dispossessed0Fouls won2DefendingTackles won1Tackles won %50.0%Duels won8Duels won %57.1%Aerial duels won3Aerial duels won %60.0%Interceptions1Blocked1Fouls committed2Recoveries6Possession won final 3rd1Dribbled past1DisciplineYellow cards1Red cards0
Miguel Reisinho,Boavista,"183 cmHeight10Shirt25 yearsApr 9, 1999LeftPreferred footPortugalCountry€220KMarket value",PositionPrimaryAttacking MidfielderOthersCentral MidfielderCMAM,Touches53%Shot attempts3%Goals35%Chances created5%Aerial duels won97%Defensive actions100%,1Goals0Assists4Started4Matches356Minutes played7.42Rating1Yellow cards0Red cards,Season performanceMinutes played: 356TotalPer 90ShootingRankGoals1Expected goals (xG)1.16xG on target (xGOT)0.74Penalty goals1Non-penalty xG0.37Shots7Shots on target1PassingAssists0Expected assists (xA)0.16Successful passes83Pass accuracy74.1%Accurate long balls4Long ball accuracy36.4%Chances created2Successful crosses1Cross accuracy25.0%PossessionSuccessful dribbles3Dribble success42.9%Touches187Touches in opposition box9Dispossessed2Fouls won7DefendingTackles won6Tackles won %46.2%Duels won32Duels won %59.3%Aerial duels won9Aerial duels won %50.0%Interceptions9Fouls committed5Recoveries19Possession won final 3rd5Dribbled past3DisciplineYellow cards1Red cards0
Otavio,FC Porto,"187 cmHeight4Shirt22 yearsApr 21, 2002LeftPreferred footBrazilCountry€16.3MMarket value",PositionPrimaryCenter-backCB,Touches83%Shot attempts80%Goals70%Chances created76%Aerial duels won11%Defensive actions24%,0Goals0Assists4Started4Matches360Minutes played7.14Rating1Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.13xG on target (xGOT)0.10Non-penalty xG0.13Shots3Shots on target1PassingAssists0Expected assists (xA)0.10Successful passes265Pass accuracy92.3%Accurate long balls18Long ball accuracy60.0%Chances created1PossessionSuccessful dribbles1Dribble success50.0%Touches322Touches in opposition box4Dispossessed0Fouls won5DefendingPenalties conceded1Tackles won2Tackles won %40.0%Duels won14Duels won %56.0%Aerial duels won3Aerial duels won %33.3%Interceptions5Fouls committed3Recoveries12Possession won final 3rd2Dribbled past2DisciplineYellow cards1Red cards0
Baptiste Roux,AVS Futebol SAD,"190 cmHeight6Shirt24 yearsNov 26, 1999LeftPreferred footFranceCountry",PositionPrimaryCentral MidfielderOthersCenter-backCBCM,Touches34%Shot attempts70%Goals0%Chances created91%Aerial duels won79%Defensive actions55%,0Goals0Assists4Started4Matches360Minutes played7.20Rating0Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.05Successful passes163Pass accuracy85.3%Accurate long balls12Long ball accuracy48.0%Chances created1PossessionTouches245Touches in opposition box2Dispossessed0Fouls won1DefendingTackles won6Tackles won %50.0%Duels won26Duels won %70.3%Aerial duels won14Aerial duels won %73.7%Interceptions4Fouls committed5Recoveries17Possession won final 3rd1Dribbled past2DisciplineYellow cards0Red cards0
Ivan Zlobin,Famalicao,"191 cmHeight1Shirt27 yearsMar 7, 1997RightPreferred footRussiaCountry€350KMarket value",PositionPrimaryKeeperGK,,2Clean sheets2Goals conceded0/0Saved penalties7.01Rating3Matches270Minutes played1Yellow cards0Red cards,Season performanceTotalPer 90GoalkeepingRankSaves6Save percentage75.0%Goals conceded2Goals prevented0.34Clean sheets2Error led to goal0Acted as sweeper1High claim2DistributionPass accuracy63.2%Accurate long balls16Long ball accuracy37.2%DisciplineYellow cards1Red cards0
Nicolás Otamendi,Benfica,"183 cmHeight30Shirt36 yearsFeb 12, 1988RightPreferred footArgentinaCountry€900KMarket value",PositionPrimaryCenter-backCB,Touches85%Shot attempts96%Goals77%Chances created72%Aerial duels won63%Defensive actions47%,0Goals0Assists2Started3Matches185Minutes played7.46Rating1Yellow cards0Red cards,Season performanceMinutes played: 185TotalPer 90ShootingRankGoals0Expected goals (xG)0.06xG on target (xGOT)0.01Non-penalty xG0.06Shots2Shots on target1PassingAssists0Expected assists (xA)0.04Successful passes113Pass accuracy86.3%Accurate long balls11Long ball accuracy78.6%Chances created1PossessionSuccessful dribbles1Dribble success100.0%Touches153Touches in opposition box8Dispossessed0Fouls won1DefendingTackles won1Tackles won %50.0%Duels won12Duels won %54.5%Aerial duels won8Aerial duels won %57.1%Interceptions7Fouls committed3Recoveries10Dribbled past1DisciplineYellow cards1Red cards0
Geny Catamo,Sporting CP,"174 cmHeight21Shirt23 yearsJan 26, 2001LeftPreferred footMozambiqueCountry€2.5MMarket value","PositionPrimaryRight MidfielderOthersRight Wing-Back, Left Wing-Back, Left Midfielder, Right WingerRWBLWBRMLMRW",Touches49%Shot attempts78%Goals97%Chances created50%Aerial duels won6%Defensive actions3%,1Goals1Assists4Started4Matches335Minutes played7.56Rating2Yellow cards0Red cards,Season performanceMinutes played: 335TotalPer 90ShootingRankGoals1Expected goals (xG)0.27xG on target (xGOT)0.61Non-penalty xG0.27Shots6Shots on target1PassingAssists1Expected assists (xA)1.43Successful passes132Pass accuracy85.2%Accurate long balls4Long ball accuracy50.0%Chances created5PossessionSuccessful dribbles5Dribble success41.7%Touches254Touches in opposition box18Dispossessed4Fouls won9DefendingTackles won1Tackles won %50.0%Duels won17Duels won %44.7%Aerial duels won1Aerial duels won %16.7%Interceptions1Blocked1Fouls committed2Recoveries15Dribbled past3DisciplineYellow cards2Red cards0
Issiar Drame,Estrela da Amadora,"197 cmHeight5Shirt25 yearsFeb 16, 1999RightPreferred footMaliCountry",PositionPrimaryCenter-backCB,Touches7%Shot attempts50%Goals73%Chances created5%Aerial duels won24%Defensive actions50%,0Goals0Assists1Started1Matches90Minutes played7.43Rating0Yellow cards0Red cards,Season performanceMinutes played: 90TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.00Successful passes23Pass accuracy71.9%Accurate long balls2Long ball accuracy33.3%PossessionSuccessful dribbles1Dribble success100.0%Touches49Dispossessed0Fouls won1DefendingTackles won1Tackles won %100.0%Duels won5Duels won %71.4%Aerial duels won2Aerial duels won %50.0%Interceptions5Fouls committed1Recoveries3DisciplineYellow cards0Red cards0
Justin De Haas,Famalicao,"194 cmHeight16Shirt24 yearsFeb 1, 2000LeftPreferred footNetherlandsCountry€650KMarket value",PositionPrimaryCenter-backCB,Touches60%Shot attempts97%Goals60%Chances created10%Aerial duels won67%Defensive actions67%,0Goals0Assists4Started4Matches360Minutes played7.16Rating1Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.22Non-penalty xG0.22Shots2PassingAssists0Expected assists (xA)0.15Successful passes155Pass accuracy84.7%Accurate long balls14Long ball accuracy50.0%Chances created1PossessionTouches230Touches in opposition box4Dispossessed0Fouls won3DefendingTackles won2Tackles won %33.3%Duels won25Duels won %75.8%Aerial duels won17Aerial duels won %77.3%Interceptions7Blocked2Fouls committed3Recoveries9Dribbled past1DisciplineYellow cards1Red cards0
Vangelis Pavlidis,Benfica,"180 cmHeight14Shirt25 yearsNov 21, 1998BothPreferred footGreeceCountry€24MMarket value",PositionPrimaryStrikerST,Touches96%Shot attempts90%Goals95%Chances created89%Aerial duels won49%Defensive actions47%,1Goals1Assists4Started4Matches343Minutes played7.27Rating0Yellow cards0Red cards,Season performanceMinutes played: 343TotalPer 90ShootingRankGoals1Expected goals (xG)1.33xG on target (xGOT)1.93Non-penalty xG1.33Shots10Shots on target6PassingAssists1Expected assists (xA)0.42Successful passes85Pass accuracy75.2%Accurate long balls2Long ball accuracy66.7%Chances created9PossessionSuccessful dribbles4Dribble success57.1%Touches167Touches in opposition box33Dispossessed8DefendingTackles won3Tackles won %75.0%Duels won12Duels won %31.6%Aerial duels won4Aerial duels won %30.8%Interceptions1Blocked2Fouls committed4Recoveries10Possession won final 3rd4Dribbled past3DisciplineYellow cards0Red cards0
Felix Correia,Gil Vicente,"178 cmHeight71Shirt23 yearsJan 22, 2001RightPreferred footPortugalCountry€1.3MMarket value","PositionPrimaryLeft WingerOthersRight Winger, StrikerRWLWST",Touches56%Shot attempts21%Goals40%Chances created58%Aerial duels won38%Defensive actions55%,0Goals1Assists4Started4Matches356Minutes played7.38Rating0Yellow cards0Red cards,Season performanceMinutes played: 356TotalPer 90ShootingRankGoals0Expected goals (xG)0.36Non-penalty xG0.36Shots5PassingAssists1Expected assists (xA)0.77Successful passes93Pass accuracy76.2%Accurate long balls13Long ball accuracy68.4%Chances created8Successful crosses4Cross accuracy28.6%PossessionSuccessful dribbles7Dribble success46.7%Touches215Touches in opposition box12Dispossessed3Fouls won13DefendingTackles won2Tackles won %40.0%Duels won26Duels won %60.5%Aerial duels won1Aerial duels won %20.0%Interceptions5Blocked2Fouls committed2Recoveries17Possession won final 3rd2DisciplineYellow cards0Red cards0
Lukas Hornicek,Braga,"197 cmHeight91Shirt22 yearsJul 13, 2002RightPreferred footCzech RepublicCountry€2.5MMarket value",PositionPrimaryKeeperGK,,1Clean sheets0/0Saved penalties7.40Rating1Matches90Minutes played0Yellow cards0Red cards,Season performanceTotalPer 90GoalkeepingRankSaves1Save percentage100.0%Goals conceded0Goals prevented0.49Clean sheets1Error led to goal0High claim1DistributionPass accuracy52.2%DisciplineYellow cards0Red cards0
Cristo González,Arouca,"180 cmHeight23Shirt26 yearsOct 24, 1997RightPreferred footSpainCountry€1.6MMarket value","PositionPrimaryAttacking MidfielderOthersRight Winger, Left Winger, StrikerRWAMLWST",Touches36%Shot attempts100%Goals91%Chances created75%Aerial duels won32%Defensive actions5%,0Goals1Assists2Started2Matches180Minutes played6.76Rating0Yellow cards0Red cards,Season performanceMinutes played: 180TotalPer 90ShootingRankGoals0Expected goals (xG)0.15xG on target (xGOT)0.23Non-penalty xG0.15Shots4Shots on target2PassingAssists1Expected assists (xA)0.15Successful passes28Pass accuracy63.6%Chances created3PossessionSuccessful dribbles2Dribble success50.0%Touches85Touches in opposition box3Dispossessed6Fouls won3DefendingTackles won1Tackles won %50.0%Duels won7Duels won %33.3%Blocked1Fouls committed2Recoveries4Possession won final 3rd1Dribbled past3DisciplineYellow cards0Red cards0
Ruben Ramos,Moreirense,"184 cmHeight6Shirt25 yearsMar 25, 1999RightPreferred footPortugalCountry",PositionPrimaryDefensive MidfielderDM,Touches52%Shot attempts1%Goals0%Chances created9%Aerial duels won45%Defensive actions92%,0Goals1Assists4Started4Matches303Minutes played7.28Rating0Yellow cards0Red cards,Season performanceMinutes played: 303TotalPer 90ShootingRankGoals0Expected goals (xG)0.48Non-penalty xG0.48Shots2PassingAssists1Expected assists (xA)0.10Successful passes128Pass accuracy84.2%Accurate long balls12Long ball accuracy66.7%Chances created3Successful crosses1Cross accuracy50.0%PossessionSuccessful dribbles2Dribble success100.0%Touches206Touches in opposition box3Dispossessed4Fouls won1DefendingTackles won5Tackles won %50.0%Duels won18Duels won %54.5%Aerial duels won5Aerial duels won %62.5%Interceptions9Fouls committed7Recoveries17Dribbled past2DisciplineYellow cards0Red cards0
Ousmane Diomande,Sporting CP,"190 cmHeight26Shirt20 yearsDec 4, 2003RightPreferred footIvory CoastCountry€45MMarket value",PositionPrimaryCenter-backCB,Touches82%Shot attempts78%Goals89%Chances created44%Aerial duels won34%Defensive actions3%,0Goals0Assists4Started4Matches351Minutes played7.42Rating0Yellow cards0Red cards,Season performanceMinutes played: 351TotalPer 90ShootingRankGoals0Expected goals (xG)0.34xG on target (xGOT)0.07Non-penalty xG0.34Shots7Shots on target2PassingAssists0Expected assists (xA)0.05Successful passes313Pass accuracy92.6%Accurate long balls12Long ball accuracy60.0%Chances created1PossessionTouches379Touches in opposition box10Dispossessed0Fouls won3DefendingTackles won5Tackles won %62.5%Duels won23Duels won %63.9%Aerial duels won12Aerial duels won %66.7%Interceptions3Fouls committed5Recoveries22Dribbled past2DisciplineYellow cards0Red cards0
Ricardo Horta,Braga,"173 cmHeight21Shirt29 yearsSep 15, 1994RightPreferred footPortugalCountry€18MMarket value","PositionPrimaryAttacking MidfielderOthersCentral Midfielder, Left Midfielder, Right Winger, Left WingerCMLMRWAMLW",Touches69%Shot attempts71%Goals68%Chances created85%Aerial duels won12%Defensive actions16%,0Goals0Assists4Started4Matches355Minutes played7.12Rating0Yellow cards0Red cards,Season performanceMinutes played: 355TotalPer 90ShootingRankGoals0Expected goals (xG)1.06xG on target (xGOT)0.09Non-penalty xG1.06Shots9Shots on target2PassingAssists0Expected assists (xA)0.99Successful passes120Pass accuracy86.3%Accurate long balls1Long ball accuracy50.0%Chances created11Successful crosses5Cross accuracy38.5%PossessionTouches197Touches in opposition box23Dispossessed2Fouls won3DefendingTackles won2Tackles won %28.6%Duels won11Duels won %44.0%Aerial duels won1Aerial duels won %33.3%Interceptions1Blocked3Fouls committed2Recoveries12Possession won final 3rd2Dribbled past5DisciplineYellow cards0Red cards0
David Simao,Arouca,"183 cmHeight5Shirt34 yearsMay 15, 1990LeftPreferred footPortugalCountry€300KMarket value",PositionPrimaryDefensive MidfielderOthersCentral MidfielderDMCM,Touches96%Shot attempts11%Goals28%Chances created75%Aerial duels won38%Defensive actions47%,1Goals0Assists4Started4Matches325Minutes played7.22Rating1Yellow cards0Red cards,Season performanceMinutes played: 325TotalPer 90ShootingRankGoals1Expected goals (xG)0.12xG on target (xGOT)0.48Non-penalty xG0.12Shots3Shots on target1PassingAssists0Expected assists (xA)0.61Successful passes179Pass accuracy86.9%Accurate long balls16Long ball accuracy69.6%Chances created8Successful crosses3Cross accuracy27.3%PossessionSuccessful dribbles2Dribble success50.0%Touches259Touches in opposition box1Dispossessed5Fouls won5DefendingTackles won6Tackles won %85.7%Duels won16Duels won %50.0%Aerial duels won2Aerial duels won %50.0%Interceptions5Blocked1Fouls committed7Recoveries19Possession won final 3rd2Dribbled past2DisciplineYellow cards1Red cards0
